"di_id","year","value_1","value","value_3"
"RS",2004,0.78,0.78,
"RU",2004,0.67,0.67,
"RW",2004,70.56,70.56,
"SB",2004,47.19,47.19,
"SC",2004,0.58,0.58,
"SD",2004,24.84,24.84,
"SI",2004,0.07,0.07,
"SK",2004,0.13,0.13,
"SL",2004,58.67,58.67,
"SN",2004,42.54,42.54,
"SR",2004,20.69,20.69,
"SS",2004,44.02,44.02,
"ST",2004,33.54,33.54,
"SV",2004,10.73,10.73,
"SZ",2004,46,46,
"TD",2004,49.21,49.21,
"TG",2004,56.24,56.24,
"TH",2004,0.81,0.81,
"TJ",2004,20.92,20.92,
"TL",2004,45.78,45.78,
"TM",2004,25.85,25.85,
"TN",2004,3.6,3.6,
"TO",2004,1.98,1.98,
"TR",2004,2.3,2.3,
"TT",2004,0.79,0.79,
"TV",2004,3.1,3.1,
"TZ",2004,66.43,66.43,
"UA",2004,0.73,0.73,
"UG",2004,57.53,57.53,
"UY",2004,1.21,1.21,
"UZ",2004,61.31,61.31,
"VE",2004,16.68,16.68,
"VN",2004,29.19,29.19,
"VU",2004,14.71,14.71,
"WS",2004,1.62,1.62,
"XK",2004,2.63,2.63,
"ZA",2004,29.56,29.56,
"ZM",2004,54.81,54.81,
"ZW",2004,14.42,14.42,
"AL",2005,1.12,1.12,1.12
"AM",2005,4.45,4.45,4.45
"AO",2005,42.58,42.58,42.58
"AZ",2005,0,0,0
"BA",2005,0.13,0.13,0.13
"BD",2005,24.51,24.51,24.51
"BF",2005,56.62,56.62,56.62
"BG",2005,0.72,0.72,0.72
"BI",2005,79.77,79.77,79.77
"BJ",2005,50.78,50.78,50.78
"BO",2005,20.38,20.38,20.38
"BR",2005,9.55,9.55,9.55
"BT",2005,18.38,18.38,18.38
"BW",2005,25.17,25.17,25.17
"BY",2005,0.37,0.37,0.37
"BZ",2005,12.59,12.59,12.59
"CD",2005,93.83,93.83,93.83
"CF",2005,64.75,64.75,64.75
"CG",2005,50.2,50.2,50.2
"CI",2005,26.63,26.63,26.63
"CL",2005,1.97,1.97,1.97
"CM",2005,26.98,26.98,26.98
"CN",2005,18.75,18.75,18.75
"CO",2005,10.4,10.4,10.4
"CR",2005,4.37,4.37,4.37
"CV",2005,11.67,11.67,11.67
"CZ",2005,0,0,0
"DJ",2005,20.29,20.29,20.29
"DO",2005,5.84,5.84,5.84
"EC",2005,13.6,13.6,13.6
"EE",2005,0.97,0.97,0.97
"ET",2005,36.15,36.15,36.15
"FJ",2005,4.32,4.32,4.32
"FM",2005,11.42,11.42,11.42
"GA",2005,7.97,7.97,7.97
"GE",2005,16.21,16.21,16.21
"GH",2005,26.21,26.21,26.21
"GM",2005,47.03,47.03,47.03
"GN",2005,60.2,60.2,60.2
"GT",2005,11.29,11.29,11.29
"GW",2005,58.85,58.85,58.85
"GY",2005,13.1,13.1,13.1
"HN",2005,27.79,27.79,27.79
"HT",2005,57.2,57.2,57.2
"HU",2005,0,0,0
"ID",2005,21.63,21.63,21.63
"IN",2005,33.81,33.81,33.81
"IR",2005,2.61,2.61,2.61
"JM",2005,1.59,1.59,1.59
"KE",2005,33.72,33.72,33.72
"KG",2005,15.38,15.38,15.38
"KH",2005,15.93,15.93,15.93
"KI",2005,12.7,12.7,12.7
"KM",2005,13.33,13.33,13.33
"KZ",2005,0.21,0.21,0.21
"LA",2005,18.99,18.99,18.99
"LC",2005,28.93,28.93,28.93
"LK",2005,5.24,5.24,5.24
"LR",2005,73.65,73.65,73.65
"LS",2005,61.36,61.36,61.36
"LT",2005,1.78,1.78,1.78
"LV",2005,2.74,2.74,2.74
"MA",2005,4.2,4.2,4.2
"MD",2005,13.95,13.95,13.95
"ME",2005,0.23,0.23,0.23
"MG",2005,74.06,74.06,74.06
"MK",2005,1.38,1.38,1.38
"ML",2005,52.45,52.45,52.45
"MN",2005,4.27,4.27,4.27
"MR",2005,13.44,13.44,13.44
"MU",2005,0.58,0.58,0.58
"MV",2005,10.34,10.34,10.34
"MW",2005,73.69,73.69,73.69
"MX",2005,8.66,8.66,8.66
"MY",2005,0.52,0.52,0.52
"MZ",2005,76.69,76.69,76.69
"NA",2005,29.24,29.24,29.24
"NE",2005,74.93,74.93,74.93
"NG",2005,53.3,53.3,53.3
"NI",2005,15.6,15.6,15.6
"NP",2005,39.89,39.89,39.89
"PA",2005,10.3,10.3,10.3
"PE",2005,14.17,14.17,14.17
"PG",2005,52.1,52.1,52.1
"PH",2005,16.56,16.56,16.56
"PK",2005,15.94,15.94,15.94
"PL",2005,0.14,0.14,0.14
"PS",2005,0.2,0.2,0.2
"PY",2005,6.95,6.95,6.95
"RO",2005,2.15,2.15,2.15
"RS",2005,1.08,1.08,1.08
"RU",2005,0.66,0.66,0.66
"RW",2005,69.76,69.76,69.76
"SB",2005,45.6,45.6,45.6
"SC",2005,0.54,0.54,0.54
"SD",2005,23.33,23.33,23.33
"SI",2005,0.1,0.1,0.1
"SK",2005,0.05,0.05,0.05
"SL",2005,57.23,57.23,57.23
"SN",2005,39.28,39.28,39.28
"SR",2005,20.33,20.33,20.33
"SS",2005,43.72,43.72,43.72
"ST",2005,33.7,33.7,33.7
"SV",2005,9.55,9.55,9.55
"SZ",2005,45.17,45.17,45.17
"TD",2005,39.79,39.79,39.79
"TG",2005,56.24,56.24,56.24
"TH",2005,0.64,0.64,0.64
"TJ",2005,13.34,13.34,13.34
"TL",2005,46.62,46.62,46.62
"TM",2005,23.11,23.11,23.11
"TN",2005,3.21,3.21,3.21
"TO",2005,1.7,1.7,1.7
"TR",2005,2.6,2.6,2.6
"TT",2005,0.49,0.49,0.49
"TV",2005,3.48,3.48,3.48
"TZ",2005,60.91,60.91,60.91
"UA",2005,0.26,0.26,0.26
"UG",2005,55.05,55.05,55.05
"UY",2005,1.06,1.06,1.06
"UZ",2005,59.18,59.18,59.18
"VE",2005,17.01,17.01,17.01
"VN",2005,24.39,24.39,24.39
"VU",2005,14.72,14.72,14.72
"WS",2005,1.22,1.22,1.22
"XK",2005,2.97,2.97,2.97
"ZA",2005,28.2,28.2,28.2
"ZM",2005,57.49,57.49,57.49
"ZW",2005,18.19,18.19,18.19
"AL",2006,0.87,0.87,
"AM",2006,3.46,3.46,
"AO",2006,38.34,38.34,
"AZ",2006,0.16,0.16,
"BA",2006,0.11,0.11,
"BD",2006,23.04,23.04,
"BF",2006,55.87,55.87,
"BG",2006,0.87,0.87,
"BI",2006,78.72,78.72,
"BJ",2006,50.51,50.51,
"BO",2006,17.56,17.56,
"BR",2006,8.46,8.46,
"BT",2006,13.84,13.84,
"BW",2006,22.48,22.48,
"BY",2006,0.25,0.25,
"BZ",2006,13.21,13.21,
"CD",2006,92.09,92.09,
"CF",2006,65.25,65.25,
"CG",2006,49.66,49.66,
"CI",2006,27.43,27.43,
"CL",2006,1.83,1.83,
"CM",2006,27.76,27.76,
"CN",2006,17.38,17.38,
"CO",2006,10.5,10.5,
"CR",2006,3.82,3.82,
"CV",2006,10.15,10.15,
"CZ",2006,0.01,0.01,
"DJ",2006,19.79,19.79,
"DO",2006,5.15,5.15,
"EC",2006,12.05,12.05,
"EE",2006,0.81,0.81,
"ET",2006,35.75,35.75,
"FJ",2006,4.2,4.2,
"FM",2006,12.39,12.39,
"GA",2006,8.44,8.44,
"GE",2006,15.96,15.96,
"GH",2006,24.74,24.74,
"GM",2006,46.9,46.9,
"GN",2006,58.07,58.07,
"GT",2006,11.16,11.16,
"GW",2006,60.49,60.49,
"GY",2006,12.3,12.3,
"HN",2006,23.91,23.91,
"HR",2006,0,0,
"HT",2006,56.62,56.62,
"HU",2006,0.01,0.01,
"ID",2006,21.6,21.6,
"IN",2006,32.58,32.58,
"IR",2006,1.92,1.92,
"JM",2006,1.58,1.58,
"KE",2006,33.05,33.05,
"KG",2006,11.59,11.59,
"KH",2006,14,14,
"KI",2006,12.79,12.79,
"KM",2006,13.67,13.67,
"KZ",2006,0.18,0.18,
"LA",2006,19.07,19.07,
"LC",2006,27.98,27.98,
"LK",2006,4.43,4.43,
"LR",2006,71.46,71.46,
"LS",2006,61.06,61.06,
"LT",2006,1.24,1.24,
"LV",2006,1.84,1.84,
"MA",2006,3.58,3.58,
"MD",2006,9.73,9.73,
"ME",2006,0.22,0.22,
"MG",2006,74.17,74.17,
"MK",2006,1.36,1.36,
"ML",2006,51.68,51.68,
"MN",2006,3.25,3.25,
"MR",2006,12.56,12.56,
"MU",2006,0.52,0.52,
"MV",2006,8.92,8.92,
"MW",2006,73.22,73.22,
"MX",2006,7.04,7.04,
"MY",2006,0.46,0.46,
"MZ",2006,74.46,74.46,
"NA",2006,27.38,27.38,
"NE",2006,72.03,72.03,
"NG",2006,53.38,53.38,
"NI",2006,14.17,14.17,
"NP",2006,35.99,35.99,
"PA",2006,8.7,8.7,
"PE",2006,12.09,12.09,
"PG",2006,50.02,50.02,
"PH",2006,15.42,15.42,
"PK",2006,14.58,14.58,
"PL",2006,0.1,0.1,
"PS",2006,0.42,0.42,
"PY",2006,6.29,6.29,
"RO",2006,1.43,1.43,
"RS",2006,0.74,0.74,
"RU",2006,0.46,0.46,
"RW",2006,67.84,67.84,
"SB",2006,43.29,43.29,
"SC",2006,0.48,0.48,
"SD",2006,20.59,20.59,
"SI",2006,0.07,0.07,
"SK",2006,0.03,0.03,
"SL",2006,56.4,56.4,
"SN",2006,38.56,38.56,
"SR",2006,20.01,20.01,
"SS",2006,43.33,43.33,
"ST",2006,33.01,33.01,
"SV",2006,8.67,8.67,
"SZ",2006,44.01,44.01,
"TD",2006,40.59,40.59,
"TG",2006,56.18,56.18,
"TH",2006,0.48,0.48,
"TJ",2006,11.21,11.21,
"TL",2006,46.89,46.89,
"TM",2006,19.15,19.15,
"TN",2006,2.97,2.97,
"TO",2006,1.57,1.57,
"TR",2006,1.94,1.94,
"TT",2006,0.5,0.5,
"TV",2006,3.03,3.03,
"TZ",2006,57.84,57.84,
"UA",2006,0.18,0.18,
"UG",2006,51.34,51.34,
"UY",2006,0.82,0.82,
"UZ",2006,54.07,54.07,
"VE",2006,14.08,14.08,
"VN",2006,21.65,21.65,
"VU",2006,15,15,
"WS",2006,1.09,1.09,
"XK",2006,2.84,2.84,
"ZA",2006,24.78,24.78,
"ZM",2006,59.21,59.21,
"ZW",2006,22.7,22.7,
"AL",2007,0.62,0.62,
"AM",2007,2.48,2.48,
"AO",2007,34.09,34.09,
"AZ",2007,0.33,0.33,
"BA",2007,0.08,0.08,
"BD",2007,21.57,21.57,
"BF",2007,55.13,55.13,
"BG",2007,1.03,1.03,
"BI",2007,77.66,77.66,
"BJ",2007,50.23,50.23,
"BO",2007,14.73,14.73,
"BR",2007,7.38,7.38,
"BT",2007,9.31,9.31,
"BW",2007,19.78,19.78,
"BY",2007,0.12,0.12,
"BZ",2007,13.82,13.82,
"CD",2007,90.35,90.35,
"CF",2007,65.76,65.76,
"CG",2007,49.11,49.11,
"CI",2007,28.22,28.22,
"CL",2007,1.7,1.7,
"CM",2007,28.53,28.53,
"CN",2007,16.02,16.02,
"CO",2007,10.61,10.61,
"CR",2007,3.26,3.26,
"CV",2007,8.63,8.63,
"CZ",2007,0.03,0.03,
"DJ",2007,19.28,19.28,
"DO",2007,4.45,4.45,
"EC",2007,10.51,10.51,
"EE",2007,0.66,0.66,
"ET",2007,35.34,35.34,
"FJ",2007,4.08,4.08,
"FM",2007,13.37,13.37,
"GA",2007,8.9,8.9,
"GE",2007,15.72,15.72,
"GH",2007,23.27,23.27,
"GM",2007,46.77,46.77,
"GN",2007,55.94,55.94,
"GT",2007,11.02,11.02,
"GW",2007,62.14,62.14,
"GY",2007,11.5,11.5,
"HN",2007,20.02,20.02,
"HR",2007,0,0,
"HT",2007,56.05,56.05,
"HU",2007,0.02,0.02,
"ID",2007,21.58,21.58,
"IN",2007,31.35,31.35,
"IR",2007,1.24,1.24,
"JM",2007,1.56,1.56,
"KE",2007,32.39,32.39,
"KG",2007,7.8,7.8,
"KH",2007,12.06,12.06,
"KI",2007,12.87,12.87,
"KM",2007,14,14,
"KZ",2007,0.16,0.16,
"LA",2007,19.16,19.16,
"LC",2007,27.04,27.04,
"LK",2007,3.61,3.61,
"LR",2007,69.27,69.27,
"LS",2007,60.76,60.76,
"LT",2007,0.69,0.69,
"LV",2007,0.93,0.93,
"MA",2007,2.96,2.96,
"MD",2007,5.51,5.51,
"ME",2007,0.2,0.2,
"MG",2007,74.28,74.28,
"MK",2007,1.35,1.35,
"ML",2007,50.9,50.9,
"MN",2007,2.23,2.23,
"MR",2007,11.67,11.67,
"MU",2007,0.46,0.46,
"MV",2007,7.49,7.49,
"MW",2007,72.74,72.74,
"MX",2007,5.42,5.42,
"MY",2007,0.39,0.39,
"MZ",2007,72.24,72.24,
"NA",2007,25.52,25.52,
"NE",2007,69.13,69.13,
"NG",2007,53.45,53.45,
"NI",2007,12.75,12.75,
"NP",2007,32.09,32.09,
"PA",2007,7.09,7.09,
"PE",2007,10.02,10.02,
"PG",2007,47.94,47.94,
"PH",2007,14.27,14.27,
"PK",2007,13.23,13.23,
"PL",2007,0.05,0.05,
"PS",2007,0.65,0.65,
"PY",2007,5.63,5.63,
"RO",2007,0.72,0.72,
"RS",2007,0.41,0.41,
"RU",2007,0.27,0.27,
"RW",2007,65.93,65.93,
"SB",2007,40.99,40.99,
"SC",2007,0.43,0.43,
"SD",2007,17.85,17.85,
"SI",2007,0.04,0.04,
"SK",2007,0.02,0.02,
"SL",2007,55.57,55.57,
"SN",2007,37.83,37.83,
"SR",2007,19.69,19.69,
"SS",2007,42.95,42.95,
"ST",2007,32.31,32.31,
"SV",2007,7.8,7.8,
"SZ",2007,42.85,42.85,
"TD",2007,41.4,41.4,
"TG",2007,56.13,56.13,
"TH",2007,0.31,0.31,
"TJ",2007,9.08,9.08,
"TL",2007,47.17,47.17,
"TM",2007,15.18,15.18,
"TN",2007,2.73,2.73,
"TO",2007,1.44,1.44,
"TR",2007,1.28,1.28,
"TT",2007,0.52,0.52,
"TV",2007,2.58,2.58,
"TZ",2007,54.77,54.77,
"UA",2007,0.09,0.09,
"UG",2007,47.63,47.63,
"UY",2007,0.57,0.57,
"UZ",2007,48.95,48.95,
"VE",2007,11.14,11.14,
"VN",2007,18.91,18.91,
"VU",2007,15.28,15.28,
"WS",2007,0.96,0.96,
"XK",2007,2.71,2.71,
"ZA",2007,21.37,21.37,
"ZM",2007,60.93,60.93,
"ZW",2007,27.22,27.22,
"AL",2008,0.37,0.37,0.37
"AM",2008,1.49,1.49,1.49
"AO",2008,29.85,29.85,29.85
"AZ",2008,0.49,0.49,0.49
"BA",2008,0.06,0.06,0.06
"BD",2008,20.1,20.1,20.1
"BF",2008,54.38,54.38,54.38
"BG",2008,1.18,1.18,1.18
"BI",2008,76.61,76.61,76.61
"BJ",2008,49.96,49.96,49.96
"BO",2008,11.91,11.91,11.91
"BR",2008,6.29,6.29,6.29
"BT",2008,4.77,4.77,4.77
"BW",2008,17.09,17.09,17.09
"BY",2008,0,0,0
"BZ",2008,14.44,14.44,14.44
"CD",2008,88.61,88.61,88.61
"CF",2008,66.26,66.26,66.26
"CG",2008,48.57,48.57,48.57
"CI",2008,29.02,29.02,29.02
"CL",2008,1.56,1.56,1.56
"CM",2008,29.31,29.31,29.31
"CN",2008,14.65,14.65,14.65
"CO",2008,10.71,10.71,10.71
"CR",2008,2.71,2.71,2.71
"CV",2008,7.11,7.11,7.11
"CZ",2008,0.04,0.04,0.04
"DJ",2008,18.78,18.78,18.78
"DO",2008,3.76,3.76,3.76
"EC",2008,8.96,8.96,8.96
"EE",2008,0.5,0.5,0.5
"ET",2008,34.94,34.94,34.94
"FJ",2008,3.96,3.96,3.96
"FM",2008,14.34,14.34,14.34
"GA",2008,9.37,9.37,9.37
"GE",2008,15.47,15.47,15.47
"GH",2008,21.8,21.8,21.8
"GM",2008,46.64,46.64,46.64
"GN",2008,53.81,53.81,53.81
"GT",2008,10.89,10.89,10.89
"GW",2008,63.78,63.78,63.78
"GY",2008,10.7,10.7,10.7
"HN",2008,16.14,16.14,16.14
"HR",2008,0,0,0
"HT",2008,55.47,55.47,55.47
"HU",2008,0.03,0.03,0.03
"ID",2008,21.55,21.55,21.55
"IN",2008,30.12,30.12,30.12
"IR",2008,0.55,0.55,0.55
"JM",2008,1.55,1.55,1.55
"KE",2008,31.72,31.72,31.72
"KG",2008,4.01,4.01,4.01
"KH",2008,10.13,10.13,10.13
"KI",2008,12.96,12.96,12.96
"KM",2008,14.34,14.34,14.34
"KZ",2008,0.13,0.13,0.13
"LA",2008,19.24,19.24,19.24
"LC",2008,26.09,26.09,26.09
"LK",2008,2.8,2.8,2.8
"LR",2008,67.08,67.08,67.08
"LS",2008,60.46,60.46,60.46
"LT",2008,0.15,0.15,0.15
"LV",2008,0.03,0.03,0.03
"MA",2008,2.34,2.34,2.34
"MD",2008,1.29,1.29,1.29
"ME",2008,0.19,0.19,0.19
"MG",2008,74.39,74.39,74.39
"MK",2008,1.33,1.33,1.33
"ML",2008,50.13,50.13,50.13
"MN",2008,1.21,1.21,1.21
"MR",2008,10.79,10.79,10.79
"MU",2008,0.4,0.4,0.4
"MV",2008,6.07,6.07,6.07
"MW",2008,72.27,72.27,72.27
"MX",2008,3.8,3.8,3.8
"MY",2008,0.33,0.33,0.33
"MZ",2008,70.01,70.01,70.01
"NA",2008,23.66,23.66,23.66
"NE",2008,66.23,66.23,66.23
"NG",2008,53.53,53.53,53.53
"NI",2008,11.32,11.32,11.32
"NP",2008,28.19,28.19,28.19
"PA",2008,5.49,5.49,5.49
"PE",2008,7.94,7.94,7.94
"PG",2008,45.86,45.86,45.86
"PH",2008,13.13,13.13,13.13
"PK",2008,11.87,11.87,11.87
"PL",2008,0.01,0.01,0.01
"PS",2008,0.87,0.87,0.87
"PY",2008,4.97,4.97,4.97
"RO",2008,0,0,0
"RS",2008,0.07,0.07,0.07
"RU",2008,0.07,0.07,0.07
"RW",2008,64.01,64.01,64.01
"SB",2008,38.68,38.68,38.68
"SC",2008,0.37,0.37,0.37
"SD",2008,15.11,15.11,15.11
"SI",2008,0.01,0.01,0.01
"SK",2008,0,0,0
"SL",2008,54.74,54.74,54.74
"SN",2008,37.11,37.11,37.11
"SR",2008,19.37,19.37,19.37
"SS",2008,42.56,42.56,42.56
"ST",2008,31.62,31.62,31.62
"SV",2008,6.92,6.92,6.92
"SZ",2008,41.69,41.69,41.69
"TD",2008,42.2,42.2,42.2
"TG",2008,56.07,56.07,56.07
"TH",2008,0.15,0.15,0.15
"TJ",2008,6.95,6.95,6.95
"TL",2008,47.44,47.44,47.44
"TM",2008,11.22,11.22,11.22
"TN",2008,2.49,2.49,2.49
"TO",2008,1.31,1.31,1.31
"TR",2008,0.62,0.62,0.62
"TT",2008,0.53,0.53,0.53
"TV",2008,2.13,2.13,2.13
"TZ",2008,51.7,51.7,51.7
"UA",2008,0.01,0.01,0.01
"UG",2008,43.92,43.92,43.92
"UY",2008,0.33,0.33,0.33
"UZ",2008,43.84,43.84,43.84
"VE",2008,8.21,8.21,8.21
"ME",2010,0,0,0
"VN",2008,16.17,16.17,16.17
"VU",2008,15.56,15.56,15.56
"WS",2008,0.83,0.83,0.83
"XK",2008,2.58,2.58,2.58
"ZA",2008,17.95,17.95,17.95
"ZM",2008,62.65,62.65,62.65
"ZW",2008,31.73,31.73,31.73
"AL",2009,0.55,0.55,
"AM",2009,2.02,2.02,
"AO",2009,30.09,30.09,
"AZ",2009,0.58,0.58,
"BA",2009,0.07,0.07,
"BD",2009,19.31,19.31,
"BF",2009,53.19,53.19,
"BG",2009,1.56,1.56,
"BI",2009,76.59,76.59,
"BJ",2009,51.17,51.17,
"BO",2009,11.03,11.03,
"BR",2009,6.02,6.02,
"BT",2009,5.19,5.19,
"BW",2009,17.08,17.08,
"BY",2009,0,0,
"BZ",2009,14.18,14.18,
"CD",2009,87.2,87.2,
"CF",2009,66.03,66.03,
"CG",2009,43.06,43.06,
"CI",2009,28.82,28.82,
"CL",2009,1.53,1.53,
"CM",2009,30,30,
"CN",2009,12.92,12.92,
"CO",2009,9.39,9.39,
"CR",2009,2.16,2.16,
"CV",2009,7.2,7.2,
"CZ",2009,0.04,0.04,
"DJ",2009,18.69,18.69,
"DO",2009,3.19,3.19,
"EC",2009,8.01,8.01,
"EE",2009,0.71,0.71,
"ET",2009,34.37,34.37,
"FJ",2009,3.95,3.95,
"FM",2009,14.56,14.56,
"GA",2009,9.09,9.09,
"GE",2009,17.53,17.53,
"GH",2009,20.29,20.29,
"GM",2009,44.99,44.99,
"GN",2009,50.11,50.11,
"GT",2009,11.28,11.28,
"GW",2009,65.43,65.43,
"GY",2009,10.14,10.14,
"HN",2009,15.81,15.81,
"HR",2009,0,0,
"HT",2009,56.15,56.15,
"HU",2009,0.06,0.06,
"ID",2009,18.75,18.75,
"IN",2009,27.66,27.66,
"IR",2009,0.37,0.37,
"JM",2009,1.7,1.7,
"KE",2009,30.27,30.27,
"KG",2009,4.05,4.05,
"KH",2009,7.37,7.37,
"KI",2009,13.53,13.53,
"KM",2009,14.42,14.42,
"KZ",2009,0.13,0.13,
"LA",2009,18.77,18.77,
"LC",2009,27.08,27.08,
"LK",2009,2.6,2.6,
"LR",2009,66.09,66.09,
"LS",2009,60.06,60.06,
"LT",2009,0.93,0.93,
"LV",2009,0.98,0.98,
"MA",2009,2.17,2.17,
"MD",2009,0.91,0.91,
"ME",2009,0.1,0.1,
"MG",2009,78.08,78.08,
"MK",2009,1.33,1.33,
"ML",2009,49.6,49.6,
"MN",2009,0.99,0.99,
"MR",2009,10.48,10.48,
"MU",2009,0.44,0.44,
"MV",2009,6.46,6.46,
"MW",2009,71.59,71.59,
"MX",2009,3.8,3.8,
"MY",2009,0.27,0.27,
"MZ",2009,68.34,68.34,
"NA",2009,22.69,22.69,
"NE",2009,60.68,60.68,
"NG",2009,53.29,53.29,
"NI",2009,10.48,10.48,
"NP",2009,21.82,21.82,
"PA",2009,5.03,5.03,
"PE",2009,6.34,6.34,
"PG",2009,42.09,42.09,
"PH",2009,13.12,13.12,
"PK",2009,10.7,10.7,
"PL",2009,0.01,0.01,
"PS",2009,0.57,0.57,
"PY",2009,5.52,5.52,
"RO",2009,0,0,
"RS",2009,0.09,0.09,
"RU",2009,0.11,0.11,
"RW",2009,62.89,62.89,
"SB",2009,39.39,39.39,
"SC",2009,0.9,0.9,
"SD",2009,14.85,14.85,
"SI",2009,0.01,0.01,
"SK",2009,0.21,0.21,
"SL",2009,53.92,53.92,
"SN",2009,37.18,37.18,
"SR",2009,19.1,19.1,
"SS",2009,42.54,42.54,
"ST",2009,31.95,31.95,
"SV",2009,7.08,7.08,
"SZ",2009,41.86,41.86,
"TD",2009,39.65,39.65,
"TG",2009,55.76,55.76,
"TH",2009,0.15,0.15,
"TJ",2009,10.06,10.06,
"TL",2009,41.19,41.19,
"TM",2009,9.45,9.45,
"TN",2009,2.31,2.31,
"TO",2009,1.15,1.15,
"TR",2009,0.7,0.7,
"TT",2009,0.57,0.57,
"TV",2009,2.4,2.4,
"TZ",2009,50.61,50.61,
"UA",2009,0.01,0.01,
"UG",2009,42.14,42.14,
"UY",2009,0.28,0.28,
"UZ",2009,39.48,39.48,
"VE",2009,8.44,8.44,
"VN",2009,10.48,10.48,
"VU",2009,15.46,15.46,
"WS",2009,1.03,1.03,
"XK",2009,2.38,2.38,
"ZA",2009,17.57,17.57,
"ZM",2009,63.54,63.54,
"ZW",2009,28.62,28.62,
"AL",2010,0.73,0.73,0.73
